"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"French Polynesia","PYF","Population, total","SP.POP.TOTL","84851","86921","89208","91963","95192","98674","102281","105995","109832","113803","117891","122108","126457","130883","135349","139833","144356","149007","153745","158563","163591","168892","174343","179042","183146","187578","192196","196856","201740","206571","211089","215444","219621","223714","227682","231446","235189","239036","242882","246821","250927","255049","259137","263173","267132","271060","274901","278178","280558","282283","283788","285265","286584","288032","289873","291787","293541","295450","297606","299717","301920","304032","306279","308872",
"Qatar","QAT","Population, total","SP.POP.TOTL","36385","40111","45123","50950","57531","64843","73102","82517","93022","104517","118007","133096","148338","163734","179299","195043","210990","227177","243624","260368","277450","294887","312608","330454","348241","365868","382328","397391","412142","426896","441675","456486","471293","486041","500683","515133","529265","550591","580997","613302","645937","678831","713186","748525","777943","848710","1015060","1231893","1444277","1610274","1713504","1804171","1905660","2035501","2214465","2414573","2595166","2711755","2766732","2807235","2760385","2688235","2695122","2716391",
"Romania","ROU","Population, total","SP.POP.TOTL","18406905","18555250","18676550","18797850","18919126","19031576","19215450","19534242","19799831","20009141","20250398","20461567","20657957","20835681","21029429","21293583","21551634","21756096","21951464","22090488","22207282","22353070","22475741","22560478","22640547","22732999","22836841","22949430","23057662","23161458","23201835","23001155","22794284","22763280","22730211","22684270","22619004","22553978","22507344","22472040","22442971","22131970","21730496","21574326","21451748","21319685","21193760","20882982","20537875","20367487","20246871","20147528","20058035","19983693","19908979","19815616","19702267","19588715","19473970","19371648","19265250","19122059","19047009","19056116",
"Russian Federation","RUS","Population, total","SP.POP.TOTL","119897000","121236000","122591000","123960000","125345000","126745000","127468000","128196000","128928000","129664000","130404000","131155000","131909000","132669000","133432000","134200000","135147000","136100000","137060000","138027000","139010000","139941000","140823000","141668000","142745000","143858000","144894000","145908000","146857000","147721000","147969406","148394216","148538197","148458777","148407912","148375787","148160129","147915361","147670784","147214776","146596869","145976482","145306497","144648618","144067316","143518814","143049637","142805114","142742366","142785348","142849468","143018195","143378447","143805638","144237223","144640716","145015460","145293260","145398106","145453291","145245148","144746762","144236933","143826130",
"Rwanda","RWA","Population, total","SP.POP.TOTL","2966162","3046654","3122124","3191311","3263640","3348631","3444021","3549461","3662010","3777879","3896367","4015403","4135579","4259484","4386369","4515756","4648207","4783252","4921953","5074374","5247532","5441966","5652900","5859396","6056729","6266752","6497804","6735829","6953975","7141974","7319962","7485681","7657208","7904740","6732665","5686897","6715510","7666732","7914645","8009587","8109989","8223941","8372306","8567992","8791853","9026299","9270066","9523168","9781996","10043737","10309031","10576932","10840334","11101350","11368451","11642959","11930899","12230339","12531808","12835028","13146362","13461888","13776698","14094683",
"South Asia","SAS","Population, total","SP.POP.TOTL","571192428","584794755","598784274","613149540","627867470","642649029","657382046","672401853","688013461","704112818","720399195","736135444","752397791","770083670","788213169","806592758","825140213","844199483","863852185","884031584","904993069","926216545","948043890","970938323","994345688","1018142776","1042169001","1066371857","1091004504","1116147699","1141312704","1166480561","1192390433","1219180082","1246157499","1272877742","1299407301","1326007987","1352849350","1379874856","1406945493","1434314654","1462070145","1489358080","1515703001","1541263909","1565892885","1589454615","1612709085","1636411632","1660546144","1684898004","1708706729","1731683901","1754030304","1775545180","1797072648","1818931519","1840534093","1861598514","1882531620","1901911604","1919348000","1938549529",
"Saudi Arabia","SAU","Population, total","SP.POP.TOTL","4165563","4306048","4458516","4621655","4795130","4978922","5173237","5381026","5604582","5844843","6106191","6396658","6724260","7088758","7483506","7897544","8319556","8755219","9210564","9682002","10171710","10678211","11201154","11746020","12310361","12890245","13483349","14089798","14713715","15353227","16004763","16654276","17281350","17846461","18367528","18888857","19410280","19938377","20472580","21009660","21547390","22085929","22623415","23150847","23661808","24397644","25382870","26400068","27437353","28483797","29411929","30150945","30821543","31482498","32125564","32749848","33416270","34193122","35018133","35827362","35997107","35950396","36408820","36947025",
"Sudan","SDN","Population, total","SP.POP.TOTL","8326462","8577490","8841338","9115091","9406702","9712785","10014505","10320500","10638899","10966145","11305206","11668921","12057260","12469591","12950962","13497543","14066007","14667218","15305806","15973034","16673586","17404336","18128631","18733995","19165837","19517196","19887452","20230532","20453819","20718709","21090886","21453711","21780059","22163251","22703631","23290602","23862258","24454372","25029144","25634162","26298773","26947253","27570318","28188977","28831550","29540577","30332968","31191163","32065241","32948155","33739933","34419624","35159792","35990704","37003245","38171178","39377169","40679828","41999059","43232093","44440486","45657202","46874204","48109006",
"Senegal","SEN","Population, total","SP.POP.TOTL","3273177","3367082","3463524","3562469","3664599","3770874","3881994","3997869","4117659","4240859","4367744","4498616","4633452","4772039","4911421","5047922","5181195","5308297","5433225","5564474","5703869","5852029","6008392","6171874","6341801","6520705","6710885","6909837","7113636","7321832","7536001","7754289","7974514","8196551","8416997","8632681","8843423","9051539","9261526","9478564","9704287","9938027","10180950","10434504","10698691","10974057","11263387","11563869","11872929","12195029","12530121","12875880","13231833","13595566","13970308","14356181","14751356","15157793","15574909","16000781","16436120","16876720","17316449","17763163",
"Singapore","SGP","Population, total","SP.POP.TOTL","1646400","1702400","1750200","1795000","1841600","1886900","1934400","1977600","2012000","2042500","2074507","2112900","2152400","2193000","2229800","2262600","2293300","2325300","2353600","2383500","2413945","2532835","2646466","2681061","2732221","2735957","2733373","2774789","2846108","2930901","3047132","3135083","3230698","3313471","3419048","3524506","3670704","3796038","3927213","3958723","4027887","4138012","4175950","4114826","4166664","4265762","4401365","4588599","4839396","4987573","5076732","5183688","5312437","5399162","5469724","5535002","5607283","5612253","5638676","5703569","5685807","5453566","5637022","5917648",
"Solomon Islands","SLB","Population, total","SP.POP.TOTL","133440","136780","140254","143863","147609","151495","155514","159667","163973","168399","172833","177264","181876","186816","192155","197853","204082","210932","218193","225786","233668","241827","250250","258945","267913","277158","286527","295836","305132","314560","324171","333952","343916","354086","364505","375189","386069","397050","408145","419229","429978","440395","450760","461216","471785","482486","493430","504619","516001","527833","540394","553721","567763","582365","597375","612660","628102","643634","659249","674993","691191","707851","724273","740424",
"Sierra Leone","SLE","Population, total","SP.POP.TOTL","2301310","2341065","2382914","2426750","2472686","2520576","2569736","2620396","2672370","2724901","2778557","2832392","2886642","2942333","2998843","3055916","3112863","3172195","3235170","3300032","3367477","3437108","3509197","3585773","3666262","3749419","3842917","3947865","4056215","4159163","4325388","4378169","4301566","4295689","4314953","4324149","4347370","4405028","4449975","4475145","4584067","4857096","5140113","5350907","5533329","5683334","5809774","5939163","6090860","6259842","6436698","6612385","6788587","6964859","7140688","7314773","7493913","7677565","7861281","8046828","8233970","8420641","8605718","8791092",
"El Salvador","SLV","Population, total","SP.POP.TOTL","2779327","2858896","2937821","3014885","3095170","3179506","3266436","3354611","3443251","3530958","3619090","3708010","3798109","3890639","3984049","4076751","4166890","4256699","4346522","4433041","4508992","4549173","4599904","4689680","4782219","4876757","4970788","5067200","5170440","5270825","5367179","5461070","5552206","5630987","5693038","5748195","5797140","5842638","5885083","5923852","5958482","5988095","6011275","6026849","6035655","6037817","6034436","6044131","6068099","6091188","6114034","6137349","6161289","6185642","6209526","6231066","6250510","6266654","6276342","6280217","6292731","6314167","6336392","6364943",
"San Marino","SMR","Population, total","SP.POP.TOTL","15556","15895","16242","16583","16926","17273","17588","17907","18291","18403","18169","18212","18575","19010","19439","19803","20160","20482","20795","21087","21346","21596","21804","21973","22096","22241","22390","22437","22542","22803","23132","23459","23808","24181","24535","24886","25235","25596","25997","26404","26823","27335","27969","28601","29093","29508","29959","30372","30700","31059","31608","32495","33132","33285","33389","33570","33834","34056","34156","34178","34007","33745","33660","33642",
"Somalia","SOM","Population, total","SP.POP.TOTL","2870732","2945662","3022827","3102170","3183590","3267593","3353665","3441799","3532420","3625274","3720977","3818389","3918220","4022336","4125823","4228289","4333779","4449505","4777703","5408813","5892224","5934938","5951805","6142513","6369020","6630637","6908579","7158004","7160461","7035378","6999096","6732702","6428141","6620729","6959828","7210930","7472450","7734313","8056862","8384479","8721465","9070747","9411103","9758281","10117354","10467292","10784973","11118092","11444870","11730037","12026649","12216837","12440326","12852485","13309235","13763906","14292847","14864221","15411094","15981300","16537016","17065581","17597511","18143378",
"Serbia","SRB","Population, total","SP.POP.TOTL","6608000","6655000","6696000","6732000","6765000","6794000","6841000","6880000","6915000","6945000","6972000","7013000","7053000","7091000","7128000","7163000","7214000","7258000","7297000","7332000","7362000","7405000","7440000","7468000","7489000","7504000","7536000","7558000","7572000","7581000","7586000","7595636","7646424","7699307","7734639","7625357","7617794","7596501","7567745","7540401","7516346","7503433","7496522","7480591","7463157","7440769","7411569","7381579","7350222","7320807","7291436","7234099","7199077","7164132","7130576","7095383","7058322","7020858","6982604","6945235","6899126","6834326","6664449","6618026",
"Sub-Saharan Africa (excluding high income)","SSA","Population, total","SP.POP.TOTL","227907169","233440376","239236580","245252887","251519652","258031054","264705303","271583274","278745760","286159536","293846963","301784530","309907107","318407872","327408911","336773625","346400565","356181976","366625933","377712957","388730206","400196739","412345689","424282035","436198927","448690191","461690512","475181847","488696153","502447913","516560181","530646532","544828860","559341649","574019932","589252781","605109645","620988006","637119672","653802851","671131355","689080780","707609717","726702652","746464327","766895808","788025400","809934231","832555779","855798400","879707649","904194713","929240350","955006753","981415249","1008605380","1036061312","1063789431","1092307211","1121451424","1151203619","1181063755","1211070124","1241778044",
"South Sudan","SSD","Population, total","SP.POP.TOTL","2907724","2948953","2992270","3036238","3088701","3143622","3185305","3221957","3261725","3301892","3342410","3396808","3464715","3542465","3629608","3718279","3808615","3901044","3995911","4092792","4192012","4293866","4398297","4502541","4603039","4706975","4819667","4893809","4814879","4706626","4750817","4867185","4956969","5018172","5142863","5302042","5434894","5589410","5699436","5850145","6114440","6394431","6686100","6992367","7317118","7662654","8029517","8417823","8823888","9229227","9714419","10243050","10701604","11106031","11213284","11194299","11066105","10658226","10395329","10447666","10606227","10748272","10913164","11088796",
"Sub-Saharan Africa","SSF","Population, total","SP.POP.TOTL","227948869","233483265","239280622","245298063","251565974","258078554","264754002","271633185","278796894","286211901","293900563","301839225","309963136","318464764","327466848","336832917","346461069","356243762","366688083","377775643","388793467","400260774","412410102","424346370","436263644","448755435","461756164","475250346","488764908","502517080","516629688","530716971","544899623","559413902","574094137","589328085","605186062","621065325","637198518","653883261","671212486","689161982","707693440","726785433","746546802","766978666","788110000","810019264","832642735","855885698","879797419","904282154","929328653","955096702","981506608","1008698799","1036155989","1063885274","1092403973","1121549049","1151302081","1181163013","1211190002","1241897817",
"Small states","SST","Population, total","SP.POP.TOTL","8070458","8225676","8401577","8580103","8757487","8930497","9095506","9251753","9407426","9566803","9730952","9902092","10070625","10233631","10392684","10557672","10736698","10924932","11113127","11304120","11498324","11688698","11878455","12068158","12260362","12465844","12678894","12894358","13114086","13337402","13568047","13799674","13924518","14028001","14165955","14301580","14478832","14672238","14869600","15083838","15294390","15491585","15689535","15887550","16103414","16334853","16572025","16814517","17057446","17291609","17490321","17645826","17821789","18026868","18251250","18483937","18709361","18940564","19177011","19377482","19526038","19674424","19881389","20086203",
"Sao Tome and Principe","STP","Population, total","SP.POP.TOTL","68038","68705","69520","70272","70992","71730","72567","73564","74739","76059","77583","79226","80835","82472","84189","86037","88078","90299","92659","95017","97210","99170","100931","102650","104497","106607","108966","111610","114513","117445","120343","123084","125648","128182","130666","133077","135412","137656","139790","141808","143714","146258","149841","153762","157697","161680","165725","169845","174004","178128","182138","186044","189924","193757","197497","201124","204632","208036","211344","214599","218641","223107","227380","231856",
"Suriname","SUR","Population, total","SP.POP.TOTL","268396","277969","288291","299332","310288","321069","332142","343620","355468","367618","379918","392026","397529","396331","394519","392137","389231","385810","381885","377362","375112","375859","377288","379409","382617","387171","392372","396867","402139","408360","412756","415981","419521","422375","426548","434490","443834","452887","461749","470458","478998","487394","495666","503780","510572","516220","522023","527946","533938","539987","546080","552146","558111","563947","569682","575475","581453","587559","593715","600301","607065","612985","618040","623236",
"Slovak Republic","SVK","Population, total","SP.POP.TOTL","4068095","4191667","4238188","4282017","4327341","4370983","4411666","4449367","4483915","4518607","4538223","4557449","4596622","4641445","4689623","4739105","4789507","4840501","4890125","4938973","4979815","5016105","5055099","5091971","5127097","5161768","5193838","5222840","5250596","5275942","5299187","5303294","5305016","5325305","5346331","5361999","5373361","5383291","5390516","5396020","5388720","5378867","5376912","5373374","5372280","5372807","5373054","5374622","5379233","5386406","5391428","5398384","5407579","5413393","5418649","5423801","5430798","5439232","5446771","5454147","5458827","5447247","5431752","5426740",
"Slovenia","SVN","Population, total","SP.POP.TOTL","1584720","1594131","1603649","1616971","1632114","1649160","1669905","1689528","1704546","1713874","1724891","1738335","1752233","1766697","1776132","1793581","1820249","1842377","1862548","1882599","1901315","1906531","1910334","1922321","1932154","1941641","1965964","1989776","1995196","1996351","1998161","1999429","1996498","1991746","1989443","1989872","1988628","1985956","1981629","1983045","1988925","1992060","1994530","1995733","1997012","2000474","2006868","2018122","2021316","2039669","2048583","2052843","2057159","2059953","2061980","2063531","2065042","2066388","2073894","2088385","2102419","2108079","2111986","2120937",
"Sweden","SWE","Population, total","SP.POP.TOTL","7484656","7519998","7561588","7604328","7661354","7733853","7807797","7867931","7912273","7968072","8042801","8098334","8122300","8136312","8159955","8192437","8222286","8251540","8275599","8293678","8310531","8320503","8325263","8329033","8336605","8350386","8369829","8397804","8436489","8492964","8558835","8617375","8668067","8718561","8780745","8826939","8840998","8846062","8850974","8857874","8872109","8895960","8924958","8958229","8993531","9029572","9080505","9148092","9219637","9298515","9378126","9449213","9519374","9600379","9696110","9799186","9923085","10057698","10175214","10278887","10353442","10415811","10486941","10536632",
"Eswatini","SWZ","Population, total","SP.POP.TOTL","345065","352971","361070","369527","378531","388317","398861","409638","420373","431366","442865","454913","467512","480668","494624","509535","525457","542328","560236","579091","598564","616210","634439","655505","677303","702400","730150","758669","794434","825952","854011","889712","925165","953451","953737","953573","973587","990734","1005158","1018370","1030496","1041396","1050809","1058797","1065764","1071886","1077735","1084008","1089870","1094886","1099920","1105371","1111444","1118319","1125865","1133936","1142524","1151390","1160428","1169613","1180655","1192271","1201670","1210822",
"Sint Maarten (Dutch part)","SXM","Population, total","SP.POP.TOTL","2646","2888","3171","3481","3811","4161","4531","4930","5354","5795","6260","6736","7226","7750","8312","8906","9523","10172","10850","11542","12243","13134","14418","15927","17474","19064","20703","22395","24139","25952","27845","29820","31345","31823","31735","31596","31410","31195","31240","31084","30519","30600","30777","31472","32488","33011","33441","33811","33964","34238","34056","33435","34640","36607","37685","38825","38992","38615","38934","39648","40350","40708","40888","41163",
"Seychelles","SYC","Population, total","SP.POP.TOTL","41700","42889","44042","45176","46322","47500","48699","49911","51134","52365","53600","54695","56029","56892","57937","59292","60504","61786","62150","62686","63261","64035","64413","64335","64717","65244","65652","68499","68755","69167","69507","70439","70763","72253","74205","75304","76417","77319","78846","80410","81131","81202","83723","82781","82475","82858","84600","85033","86956","87298","89770","87441","88303","89949","91359","93419","94677","95843","96762","97625","98462","99258","119878","119773",
"Syrian Arab Republic","SYR","Population, total","SP.POP.TOTL","4610712","4751534","4894995","5045245","5202846","5368451","5542003","5723306","5912715","6111364","6319199","6538526","6768544","7003114","7244901","7497126","7758673","8029313","8310217","8600747","8898954","9203635","9510754","9835461","10183138","10540926","10907619","11281107","11657772","12034097","12408996","12782281","13156406","13537060","13922626","14313450","14708879","15103996","15500542","15901201","16307654","16727948","17164021","17611356","18084007","18583557","19432009","20703005","21474059","21827220","22337563","22730733","22605577","21495821","20072232","19205178","18964252","18983373","19333463","20098251","20772595","21324367","22125249","23227014",
"Turks and Caicos Islands","TCA","Population, total","SP.POP.TOTL","5604","5625","5633","5634","5642","5650","5652","5662","5668","5663","5665","5742","5896","6068","6249","6451","6668","6885","7110","7332","7598","7957","8355","8758","9166","9577","9986","10400","10816","11227","11709","12329","13014","13704","14402","15101","15806","16515","17239","17984","18744","19578","20598","21739","22869","23995","25128","26268","27422","28581","29726","30816","32081","33594","34985","36538","38246","39844","41487","43080","44276","45114","45703","46062",
"Chad","TCD","Population, total","SP.POP.TOTL","3028688","3087657","3148242","3210296","3273419","3336338","3398664","3461664","3526770","3595152","3667394","3742534","3824399","3912905","4000559","4084110","4163051","4238551","4313479","4402942","4408230","4409225","4622828","4859173","4920556","4967590","5118160","5300852","5483038","5670619","5827069","6042428","6302926","6448280","6592998","6888856","7200291","7450874","7709115","7981889","8259137","8538804","8838369","9196366","9613503","10005012","10365614","10722731","11098664","11496128","11894727","12317730","12754906","13216766","13697126","14140274","14592585","15085884","15604210","16126866","16644701","17179740","17723315","18278568",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population, total","SP.POP.TOTL","884811163","884080493","895683380","918644019","941205716","964393486","990895866","1016638561","1043384828","1071859681","1101191924","1131150405","1159394712","1186691481","1212479337","1235769316","1257283747","1277634904","1298297421","1319182209","1339615160","1360714010","1384060325","1407492473","1429843232","1452832120","1477285491","1503204089","1529464061","1555164786","1580447407","1604798136","1627823212","1650184274","1672325604","1693952154","1715256519","1736404220","1756774303","1775819557","1793649873","1810599718","1826844868","1842469495","1857622964","1872697597","1887496209","1901960228","1916309337","1930470829","1944510719","1959494275","1976386829","1993077336","2009149689","2024511016","2039794828","2055414680","2068898629","2080648616","2090523535","2097669023","2103055378","2107522258",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population, total","SP.POP.TOTL","307953778","312686272","317409940","322186073","326984010","331556829","335465854","339609605","343674963","347542691","351124926","354670274","358419274","362163691","365946532","369767028","373766849","377764919","381667915","385496921","389387079","393300463","397182700","401165360","405412775","409624220","413810265","418015169","422066390","425429530","428052009","430432700","432107597","433448069","434390109","434917015","435576314","436133770","436418552","436318238","435939387","435557974","435215194","435286231","435582965","435960155","436478592","436815160","437966129","439636046","441572315","443764567","445808734","448060105","450338927","452672729","454966816","457063732","459012381","461027359","462304330","463035774","457342249","457326090",
"Togo","TGO","Population, total","SP.POP.TOTL","1651367","1678788","1706841","1736697","1772652","1820396","1882458","1957164","2038765","2120486","2197383","2267211","2330704","2390909","2450335","2509713","2569671","2630626","2693400","2761240","2838110","2925865","3023343","3126635","3232244","3336508","3439370","3544927","3653420","3763657","3875947","3990215","4106219","4078392","4092612","4279566","4445883","4592550","4728297","4867941","5008035","5145426","5281538","5421001","5565218","5711597","5874240","6047537","6222482","6398624","6571855","6748672","6926635","7106229","7288383","7473229","7661354","7852795","8046679","8243094","8442580","8644829","8848699","9053799",
"Thailand","THA","Population, total","SP.POP.TOTL","26596584","27399963","28242174","29114124","30013573","30940270","31883754","32839341","33807357","34787583","35791728","36807997","37834384","38873060","39900961","40908471","41882128","42843802","43806715","44760091","45737753","46727292","47700340","48670565","49636724","50594940","51542094","52479181","53410965","54324004","55228410","56099865","56939020","57776082","58610010","59424834","60211096","60989108","61745217","62442651","63066603","63649892","64222580","64776956","65311166","65821360","66319525","66826754","67328239","67813654","68270489","68712846","69157023","69578602","69960943","70294397","70607037","70898202","71127802","71307763","71475664","71601103","71697030","71801279",
"Tajikistan","TJK","Population, total","SP.POP.TOTL","2131992","2208026","2287181","2368868","2452671","2538295","2625653","2714959","2806566","2899854","2993019","3085961","3180461","3277487","3377758","3482125","3590606","3703010","3818114","3932682","4045965","4160745","4278908","4401502","4529501","4660598","4798281","4946293","5100020","5264332","5417860","5556306","5656208","5717806","5803993","5916173","6035600","6117069","6156805","6189565","6272998","6408810","6541755","6672492","6801204","6929145","7057417","7188391","7324627","7468596","7621779","7784819","7956382","8136610","8326348","8524063","8725318","8925525","9128132","9337003","9543207","9750064","9952787","10143543",
"Turkmenistan","TKM","Population, total","SP.POP.TOTL","1602052","1658569","1716868","1776387","1836621","1897095","1957557","2018024","2078581","2139557","2201432","2264434","2328374","2393323","2459325","2525760","2592280","2659019","2726327","2794392","2862903","2932934","3005972","3082202","3162165","3246887","3336773","3430501","3525110","3621303","3720278","3821782","3926369","4031698","4133037","4226623","4301093","4363672","4431517","4501079","4569132","4635094","4698968","4758988","4819792","4885775","4954029","5024894","5100083","5180957","5267970","5360811","5458682","5560095","5663152","5766431","5868561","5968383","6065066","6158420","6250438","6341855","6430770","6516100",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population, total","SP.POP.TOTL","209162089","215120638","221237659","227495728","233883553","240382110","246943392","253554578","260217279","266932380","273707085","280564073","287536583","294641967","301866994","309188500","316602089","324205734","332018547","339930244","347846551","355632695","363395735","371274829","379186379","387082933","394960383","402834273","410749065","418679329","426738769","434864266","442918815","450949564","458977501","466965316","474848687","482663302","490409338","498053021","505569501","512930188","520132018","527128668","534010124","540822976","547495145","554042691","560459472","566813381","572949377","579610152","586263141","592784484","599226878","605613677","611946736","618155029","624120970","629795751","634961078","639469895","643884393","648763330",
"Timor-Leste","TLS","Population, total","SP.POP.TOTL","468573","475796","483324","491117","499136","507477","516197","525274","534649","544242","554021","563953","574014","584035","592277","600126","609650","619308","627671","634549","642224","649250","655112","662412","671373","682109","694250","707762","722690","739735","758106","772655","783705","795179","807115","819226","831269","843341","855409","866649","878360","893001","909639","926721","945989","969313","994564","1019362","1043076","1065540","1088486","1112976","1137676","1161555","1184830","1205813","1224562","1243235","1261845","1280438","1299995","1320942","1341296","1360596",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Population, total","SP.POP.TOTL","97179656","99620285","102159899","104817905","107577280","110431969","113410132","116518346","119706733","122973346","126316235","129707914","133164152","136734072","140444545","144500701","149188764","153922894","158089953","162482818","167489905","173266699","179198278","184832095","190720860","196641041","202653537","208687611","214593293","220541237","226868111","233174871","238968838","244147588","249198247","254479053","259648021","264860153","270162305","275508430","280976957","286546301","291738620","296947926","302709154","308628177","314576732","320585896","326701327","332985938","339527169","345887176","352259724","359233517","366582958","373867247","380687450","387152617","393806257","400574097","407006855","413124452","419284769","425691336",
"Tonga","TON","Population, total","SP.POP.TOTL","67428","69391","71388","73441","75544","77686","79794","81725","83430","84997","86484","87904","89275","90611","92007","93477","94921","95847","96227","96506","96708","96846","96931","96981","97022","97055","97078","97392","97939","98379","98727","99010","99260","99492","99731","99977","100195","100658","101343","101982","102603","103210","103804","104410","105036","105633","106190","106638","106932","107144","107383","107611","107502","107089","106626","106122","105707","105415","105150","104951","105254","106017","106858","107773",
"South Asia (IDA & IBRD)","TSA","Population, total","SP.POP.TOTL","571192428","584794755","598784274","613149540","627867470","642649029","657382046","672401853","688013461","704112818","720399195","736135444","752397791","770083670","788213169","806592758","825140213","844199483","863852185","884031584","904993069","926216545","948043890","970938323","994345688","1018142776","1042169001","1066371857","1091004504","1116147699","1141312704","1166480561","1192390433","1219180082","1246157499","1272877742","1299407301","1326007987","1352849350","1379874856","1406945493","1434314654","1462070145","1489358080","1515703001","1541263909","1565892885","1589454615","1612709085","1636411632","1660546144","1684898004","1708706729","1731683901","1754030304","1775545180","1797072648","1818931519","1840534093","1861598514","1882531620","1901911604","1919348000","1938549529",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population, total","SP.POP.TOTL","227948869","233483265","239280622","245298063","251565974","258078554","264754002","271633185","278796894","286211901","293900563","301839225","309963136","318464764","327466848","336832917","346461069","356243762","366688083","377775643","388793467","400260774","412410102","424346370","436263644","448755435","461756164","475250346","488764908","502517080","516629688","530716971","544899623","559413902","574094137","589328085","605186062","621065325","637198518","653883261","671212486","689161982","707693440","726785433","746546802","766978666","788110000","810019264","832642735","855885698","879797419","904282154","929328653","955096702","981506608","1008698799","1036155989","1063885274","1092403973","1121549049","1151302081","1181163013","1211190002","1241897817",
"Trinidad and Tobago","TTO","Population, total","SP.POP.TOTL","847063","865028","881519","897658","913399","928462","942599","955681","967699","978642","988890","1000130","1013031","1026563","1040291","1054017","1067696","1081693","1096569","1112310","1127852","1142695","1157140","1171273","1184747","1199785","1216370","1231442","1244633","1256210","1266518","1276224","1285502","1293974","1301393","1307822","1313434","1318171","1322572","1327063","1332203","1338567","1345964","1353548","1361172","1369075","1376919","1384861","1392803","1401191","1410296","1420020","1430377","1440729","1450661","1460177","1469330","1478607","1504709","1519955","1518147","1525663","1531044","1534937",
"Tunisia","TUN","Population, total","SP.POP.TOTL","4195467","4236386","4281744","4332926","4389417","4457282","4548972","4661271","4785003","4915162","5047404","5182040","5320148","5463650","5613116","5769074","5929998","6092769","6254876","6416191","6578156","6744050","6914963","7091270","7279157","7476092","7675499","7874302","8068788","8256396","8440023","8622853","8802540","8977173","9143141","9294102","9430550","9557948","9677148","9788067","9893316","9995123","10094561","10193798","10292225","10388344","10483558","10580395","10680380","10784504","10895063","11032528","11174383","11300284","11428948","11557779","11685667","11811443","11933041","12049314","12161723","12262946","12356117","12458223",
"Turkiye","TUR","Population, total","SP.POP.TOTL","27510980","28255002","29033647","29827877","30612821","31374536","32172785","33026490","33884075","34721990","35540990","36359957","37188035","38028236","38863420","39673590","40500997","41385656","42292206","43187476","44089069","44981877","45949991","47026425","48106764","49175673","50223885","51250152","52275890","53305234","54324142","55321172","56302037","57296008","58310245","59305490","60293786","61277426","62242204","63185615","64113547","65072018","65988663","66867327","67785075","68704715","69601333","70158112","71051678","72039206","73142150","74223629","75175827","76147624","77181884","78218479","79277962","80312698","81407204","82579440","83384680","84147318","84979913","85326000",
"Tuvalu","TUV","Population, total","SP.POP.TOTL","5404","5436","5471","5503","5525","5548","5591","5657","5729","5779","5814","5854","5891","5934","6100","6381","6677","6984","7297","7552","7731","7874","7993","8099","8197","8329","8496","8665","8844","9017","9182","9354","9466","9517","9559","9585","9611","9630","9634","9640","9638","9621","9609","9668","9791","9912","10030","10149","10272","10408","10550","10700","10854","10918","10899","10877","10852","10828","10865","10956","11069","11204","11312","11396",
"Tanzania","TZA","Population, total","SP.POP.TOTL","10042458","10337891","10644622","10960161","11289556","11630603","11981932","12346286","12739965","13167782","13618192","14092218","14595699","15123504","15671316","16243826","16838919","17454627","18080005","18698636","19297659","19890930","20499922","21170717","21857176","22569625","23324270","24099415","24844147","25522898","26206012","26890906","27580723","28469017","29598323","30560071","31140733","31785846","32626498","33499772","34463704","35414469","36353531","37333918","38360879","39439505","40562052","41716497","42870884","43957933","45110527","46416031","47786137","49253643","50814552","52542823","54401802","56267032","58090443","59872579","61704518","63588334","65497748","67438106",
"Uganda","UGA","Population, total","SP.POP.TOTL","7617746","7838440","8068828","8311013","8564755","8829056","9104743","9393432","9696370","10006526","10317212","10616338","10885563","11146099","11428676","11730959","12045227","12369253","12701999","13011511","13284026","13563558","13880052","14228932","14617944","15038915","15486807","15974216","16489323","17028543","17586630","18171935","18801966","19462958","20125021","20680831","21249572","21876935","22537658","23279247","24020697","24763325","25545090","26354736","27146084","27946588","28773227","29629804","30509862","31412520","32341728","33295738","34273295","35273570","36336539","37477356","38748299","40127085","41515395","42949080","44404611","45853778","47249585","48582334",
"Ukraine","UKR","Population, total","SP.POP.TOTL","42767251","43365219","43924755","44445903","44941406","45387091","45809120","46235370","46635196","46990889","47279086","47597756","47974187","48301548","48602694","48892187","49144535","49357430","49536615","49739734","49973920","50221000","50384000","50564000","50754000","50917000","51097000","51293000","51521000","51773000","51891400","52000500","52150400","52179200","51921400","51512800","51057800","50594600","50144500","49674000","49176500","48662400","48202470","47812949","47451626","47105171","46787786","46509355","46258189","46053331","45870741","45706086","45593342","45489648","45272155","45167350","45038236","44880758","44690584","44474512","44207754","43848986","38000000","37000000",
